Name,Alias,IATA,ICAO,call_sign,Country,Active,child_price_rate,
Servicios Aereos Tamazula,\N,,TZU,TAMAZULA,Mexico,N,0.3,
Shar Ink,\N,,UGP,SHARINK,Russia,N,0.3,
Second Sverdlovsk Air Enterprise,\N,,UKU,PYSHMA,Russia,N,0.3,
Servicios Aereos Universitarios,\N,,UNT,UNIVERSITARIO,Mexico,N,0.3,
Skif-Air,\N,,USK,SKIF-AIR,Ukraine,N,0.3,
Smarkand Aero Servise,\N,,USN,SAMAS,Uzbekistan,N,0.3,
Samarkand Airways,\N,,UZS,SOGDIANA,Uzbekistan,N,0.3,
Servicios Aereos Avandaro,\N,,VDO,AVANDARO,Mexico,N,0.3,
Stichting Vliegschool 16Hoven,\N,,VGS,SMART,Netherlands,N,0.3,
Silverback Cargo Freighters,\N,,VRB,SILVERBACK,Rwanda,N,0.3,
Sirvair,\N,,VRS,VAIRSA,Mexico,N,0.3,
Scat Air,,DV,VSV,VLASTA,Kazakhstan,Y,0.3,
Sunset Aviation,\N,,VXN,VIXEN,United States,N,0.3,
Sport Air Travel,\N,,WCC,WEST COAST,United States,N,0.3,
Swift Copters,\N,,WFC,SWIFTCOPTERS,Switzerland,N,0.3,
Skyrover CC,\N,,WLK,SKYWATCH,South Africa,N,0.3,
Safarilink Aviation,\N,,XLK,SAFARILINK,Kenya,N,0.3,
SENEAM,\N,,XMX,SENEAM,Mexico,N,0.3,
Southport Air Service,\N,,XPG,,United States,N,0.3,
Spectrum Air Service,\N,,XSA,,United States,N,0.3,
Stephenville Aviation Services,\N,,XSN,,Canada,N,0.3,
Servicios Aereos Textra,\N,,XTA,TEXTRA,Mexico,N,0.3,
Sector Airlines,\N,,XTR,EXTER,Canada,N,0.3,
Skyplan Services,\N,,XXS,,Canada,N,0.3,
Stewart Aviation Services,\N,,YBE,YELLOW BIRD,United States,N,0.3,
Sirin,\N,R1,,,,N,0.3,
Star Air,\N,S6,,,Denmark,N,0.3,
Servicios Aereos Integrales / Flyant,\N,,FYA,FLYANT,Spain,N,0.3,
State Flight Academy of Ukraine,\N,,UFA,FLIGHT ACADEMY,Ukraine,N,0.3,
Trans Jet Airways,\N,,SWL,TRANSJET,Sweden,N,0.3,
Turbot Air Cargo,\N,,TAC,TURBOT,Senegal,N,0.3,
Tranporte Aereo Dominicano,\N,,TAD,TRANS DOMINICAN,Dominican Republic,N,0.3,
TAME,\N,EQ,TAE,TAME,Ecuador,Y,0.3,
Trans International Express Aviation,\N,,BAP,BIG APPLE,United States,N,0.3,
TAG Aviation USA,\N,,TAG,TAG U-S,United States,N,0.3,
Talair,\N,,TAL,TALAIR,Papua New Guinea,N,0.3,
TAM Brazilian Airlines,\N,JJ,TAM,TAM,Brazil,Y,0.3,
Transaustralian Air Express,\N,,AUC,AUSCARGO,Australia,N,0.3,
TAP Portugal,TAP Air Portugal,TP,TAP,AIR PORTUGAL,Portugal,Y,0.3,
Tunisair,\N,TU,TAR,TUNAIR,Tunisia,Y,0.3,
Transportes Aereos Tauro,\N,,TAU,TRANSTAURO,Mexico,N,0.3,
Travelair,\N,,TAX,TRAVELAIR,Germany,N,0.3,
TNT Airways,\N,3V,TAY,QUALITY,Belgium,N,0.3,
Transbrasil,\N,,TBA,TRANSBRASIL,Brazil,N,0.3,
Turbine Air Cargo UK,\N,,TBC,,United Kingdom,N,0.3,
Thunderbird Tours,\N,,TBD,ORCA,Canada,N,0.3,
Tropical Airways,\N,M7,TBG,,Haiti,N,0.3,
Trinity Air Bahamas,\N,,TBH,,Bahamas,N,0.3,
TAB Express International,\N,,TBI,TAB INTERNATIONAL,United States,N,0.3,
Taban Air Lines,\N,,TBM,TABAN AIR,Iran,N,0.3,
Teebah Airlines,\N,,TBN,TEEBAH,Sierra Leone,N,0.3,
Tubelair,\N,,TBR,TUBELAIR,Tunisia,N,0.3,
Tobago Express,\N,,TBX,TABEX,Trinidad and Tobago,N,0.3,
Tropican Air Services,\N,,TCA,TROPICANA,Egypt,N,0.3,
Transporte del Caribe,\N,,TCB,TRANSCARIBE,Colombia,N,0.3,
Trans Continental Airlines,\N,,TCC,TRANSCAL,Sudan,N,0.3,
Tchad Airlines,\N,,TCD,TCHADLINES,Chad,N,0.3,
Trans-Colorado Airlines,\N,,TCE,TRANS-COLORADO,United States,N,0.3,
Thai Air Cargo,\N,T2,TCG,THAI CARGO,Thailand,Y,0.3,
Transcontinental Air,\N,,TCH,TRANS GULF,Bahrain,N,0.3,
Teledyne Continental Motors,\N,,TCM,TELEDYNE,United States,N,0.3,
Trans Continental Airlines,\N,,TCN,TRANSCON,United States,N,0.3,
Transcorp Airways,\N,,TCP,TRANSCORP,United Kingdom,N,0.3,
Transcontinental Sur,\N,,TCT,TRANS-CONT,Uruguay,N,0.3,
Transglobal Airways Corporation,\N,,TCU,TRANSGLOBAL,Philippines,N,0.3,
Thomas Cook Airlines,\N,FQ,TCW,THOMAS COOK,Belgium,Y,0.3,
Thomas Cook Airlines,\N,MT,TCX,KESTREL,United Kingdom,Y,0.3,
Twin Cities Air Service,\N,,TCY,TWIN CITY,United States,N,0.3,
Tadair,\N,,TDC,TADAIR,Spain,N,0.3,
Tellavia / Flight One,\N,,TDE,TELLURIDE,United States,N,0.3,
Transportes Aereos de Ixtlan,\N,,TDI,TRANSIXTLAN,Mexico,N,0.3,
Tandem Aero,\N,TQ,TDM,TANDEM,Moldova,N,0.3,
TRADO,\N,,TDO,TRADO,Dominican Republic,N,0.3,
Trade Air,\N,,TDR,TRADEAIR,Croatia,N,0.3,
Taxi Aero Nacional Del Evora,\N,,TDV,TAXI EVORA,Mexico,N,0.3,
Tradewinds Airlines,\N,,TDX,TRADEWINDS EXPRESS,United States,N,0.3,
Tenir Airlines,\N,,TEB,TENIR AIR,Kyrgyzstan,N,0.3,
Teamline Air,\N,L9,TLW,Teamline,Austria,N,0.3,
Tecnicas Fotograficas,\N,,TEF,TECFOTO,Spain,N,0.3,
Tempelhof Airways,\N,,TEH,TEMPELHOF,United States,N,0.3,
Telford Aviation,\N,,TEL,TELFORD,United States,N,0.3,
Tech-Mont Helicopter Company,\N,,TEM,TECHMONT,Slovakia,N,0.3,
Tennessee Airways,\N,,TEN,TENNESSEE,United States,N,0.3,
Territorial Airlines,\N,,TER,TERRI-AIRE,United States,N,0.3,
TAES Transportes Aereos de El Salvador,\N,,TES,TAES,El Salvador,N,0.3,
Transeuropean Airlines,\N,UE,TEP,TRANSEURLINE,Russia,N,0.3,
Tepavia-Trans Airlines,\N,,TET,TEPAVIA,Moldova,N,0.3,
Trans-Florida Airlines,\N,,TFA,TRANS FLORIDA,United States,N,0.3,
Tair Airways,\N,,TFB,ROYAL TEE-AIR,Philippines,N,0.3,
Talon Air,\N,,TFF,TALON FLIGHT,United States,N,0.3,
Trabajos Aereos Murcianos,\N,,AIM,PIJO,Spain,N,0.3,
Thai Flying Helicopter Service,\N,,TFH,THAI HELICOPTER,Thailand,N,0.3,
Transport Facilitators,\N,,TFI,,United States,N,0.3,
Transafrik International,\N,,TFK,,Sao Tome and Principe,N,0.3,
Transportes Aereos del Pacifico,\N,,TFO,TRANSPORTES PACIFICO,Mexico,N,0.3,
Thai Flying Service,\N,,TFT,THAI FLYING,Thailand,N,0.3,
Transportes Aereos San Rafael,\N,,SRF,SAN RAFEAL,Chile,N,0.3,
Tayside Aviation,\N,,TFY,TAYSIDE,United Kingdom,N,0.3,
TG Aviation,\N,,TGC,THANET,United Kingdom,N,0.3,
Trabajos Aereos,\N,,TGE,TASA,Spain,N,0.3,
Transportes Aereos Regionales,\N,,TGI,TRANSPORTE REGIONAL,Mexico,N,0.3,
TAG Aviation Espana,\N,,TGM,TAG ESPANA,Spain,N,0.3,
Trigana Air Service,\N,,TGN,TRIGANA,Indonesia,Y,0.3,
Titan Airways,\N,ZT,AWC,ZAP,United Kingdom,N,0.3,
Transport Canada,\N,,TGO,TRANSPORT,Canada,N,0.3,
Tiger Airways,\N,TR,TGW,GO CAT,Singapore,Y,0.3,
Tiger Airways Australia,\N,TT,TGW,GO CAT,Australia,Y,0.3,
Transair Gabon],\N,,TGX,TRANSGABON,Gabon,N,0.3,
Trans Guyana Airways,\N,,TGY,TRANS GUYANA,Guyana,N,0.3,
Thai Airways International,\N,TG,THA,THAI,Thailand,Y,0.3,
Tar Heel Aviation,\N,,THC,TARHEEL,United States,N,0.3,
Toumai Air Tchad,\N,,THE,TOUMAI AIR,Chad,N,0.3,
Touraine Helicoptere,\N,,THF,TOURAINE HELICO,France,N,0.3,
Thai Global Airline,\N,,THG,THAI GLOBAL,Thailand,N,0.3,
Thai Jet Intergroup,\N,,THJ,THAI JET,Thailand,N,0.3,
Turk Hava Kurumu Hava Taksi Isletmesi,\N,,THK,HUR KUS,Turkey,Y,0.3,
Thai AirAsia,Thai Air Asia,FD,AIQ,THAI ASIA,Thailand,Y,0.3,
TACA De Honduras,\N,,THO,LEMPIRA,Honduras,N,0.3,
Tehran Airline,\N,,THR,TEHRAN AIR,Iran,N,0.3,
Thunder Airlines,\N,,THU,AIR THUNDER,Canada,N,0.3,
Turkish Airlines,\N,TK,THY,TURKAIR,Turkey,Y,0.3,
Trans Helicoptere Service,\N,,THZ,LYON HELIJET,France,N,0.3,
Trans International Airlines,\N,,TIA,TRANS INTERNATIONAL,United States,N,0.3,
Travel International Air Charters,\N,,TIC,TRAVEL INTERNATIONAL,Zambia,N,0.3,
Time Air,\N,,TIE,TIME AIR,Czech Republic,N,0.3,
Tic Air,\N,,TIK,TICAIR,Australia,N,0.3,
Tajikistan International Airlines,\N,,TIL,TIL,Tajikistan,Y,0.3,
TEAM Transportes Aereos,\N,,TIM,TEAM BRASIL,Brazil,N,0.3,
Taino Tours,\N,,TIN,TAINO,Dominican Republic,N,0.3,
Tesis,\N,,TIS,TESIS,Russia,N,0.3,
Transcarga Intl Airways,\N,,TIW,TIACA,Venezuela,N,0.3,
Tajikair,\N,,TJK,TAJIKAIR,Tajikistan,N,0.3,
Tien-Shan,\N,,TJN,NERON,Kazakhstan,N,0.3,
Tyrolean Jet Service,\N,,TJS,TYROLJET,Austria,N,0.3,
Twin Jet,\N,T7,TJT,TWINJET,France,Y,0.3,
Tikal Jets Airlines,\N,,TKC,TIKAL,Guatemala,N,0.3,
Take Air Line,\N,,TKE,ISLAND BIRD,France,N,0.3,
Tropical International Airways,\N,,TKX,TROPEXPRESS,Saint Kitts and Nevis,N,0.3,
Thai Sky Airlines,\N,9I,TKY,THAI SKY,Thailand,N,0.3,
Translift Airways,\N,,TLA,TRANSLIFT,Ireland,Y,0.3,
Transport Africa,\N,,TLF,TRANS-LEONE,Sierra Leone,N,0.3,
Trans Atlantic Airlines,\N,,TLL,ATLANTIC LEONE,Sierra Leone,N,0.3,
Eagle Canyon Airlines,\N,,TLO,TALON AIR,United States,N,0.3,
Tulip Air,\N,TD,TLP,TULIPAIR,Netherland,N,0.3,
Tunisavia,\N,,TAJ,TUNISAVIA,Tunisia,N,0.3,
TLC Air,\N,,TLS,TEALSY,United States,N,0.3,
Turtle Airways,\N,,TLT,TURTLE,Fiji,N,0.3,
Travelair,\N,,TLV,PAJAROS,Uruguay,N,0.3,
Telesis Transair,\N,,TLX,TELESIS,United States,N,0.3,
Top-Fly,\N,,TLY,TOPFLY,Spain,N,0.3,
Trans Mediterranean Airlines,\N,TL,TMA,TANGO LIMA,Lebanon,Y,0.3,
Transmed Airlines,\N,,TMD,,Egypt,N,0.3,
Tri-MG Intra Asia Airlines,\N,GY,TMG,TRILINES,Indonesia,N,0.3,
Taxis Turisticos Marakame,\N,,TMH,TAXIMARAKAME,Mexico,N,0.3,
Tamir Airways,\N,,TMI,TAMIRWAYS,Israel,N,0.3,
Tomahawk Airways,\N,,TMK,TOMAHAWK,United States,N,0.3,
TAM,\N,,TML,TAM AIRLINE,Madagascar,N,0.3,
TMC Airlines,\N,,TMM,WILLOW RUN,United States,N,0.3,
TRAM,\N,,TMQ,TRAM AIR,Mauritania,N,0.3,
Timberline Air,\N,,TMR,TIMBER,Canada,N,0.3,
Temsco Helicopters,\N,,TMS,TEMSCO,United States,N,0.3,
Trans Midwest Airlines,\N,,TMT,TRANS MIDWEST,United States,N,0.3,
Tramon Air,\N,,TMX,TRAMON,South Africa,N,0.3,
Transportes Aereos del Mundo Maya,\N,,TMY,MUNDO MAYA,Mexico,N,0.3,
Tranporte Amazonair,\N,,TMZ,TRANS AMAZON,Venezuela,N,0.3,
Trans Air-Benin,\N,,TNB,TRANS-BENIN,Benin,N,0.3,
Taxis Aereos del Noroeste,\N,,TNE,TAXINOROESTE,Mexico,N,0.3,
Transafricaine,\N,,TNF,TRANSFAS,Burkina Faso,N,0.3,
Tennessee Air National Guard 164th Airlift Group,\N,,TNG,,United States,N,0.3,
Transair International Linhas Aereas,\N,,TNI,TRANSINTER,United States,N,0.3,
Tengeriyn Ulaach Shine,\N,,TNL,SKY HORSE,Mongolia,N,0.3,
Tiara Air,\N,3P,TNM,TIARA,Aruba,Y,0.3,
Transped Aviation,\N,,TNP,TRANSPED,Austria,N,0.3,
Tanana Air Services,\N,,TNR,TAN AIR,United States,N,0.3,
Trans North Turbo Air,\N,,TNT,TRANS NORTH,Canada,N,0.3,
Transnorthern,\N,,TNV,TRANSNORTHERN,United States,N,0.3,
Trans Nation Airways,\N,,TNW,TRANS-NATION,Ethiopia,N,0.3,
Trener Ltd,\N,,TNX,TRAINER,Hungary,N,0.3,
Twin Town Leasing Company,\N,,TNY,TWINCAL,United States,N,0.3,
Tobruk Air,\N,7T,TOB,TOBRUK AIR,Libya,N,0.3,
TOJ Airlines,\N,,TOJ,TOJ AIRLINE,Tajikistan,N,0.3,
Tol-Air Services,\N,TI,TOL,TOL AIR,United States,N,0.3,
Thomsonfly,\N,BY,TOM,TOMSON,United Kingdom,Y,0.3,
Top Air,\N,,TOP,AIR TOP,Turkey,N,0.3,
Toronto Airways,\N,,TOR,TORONTAIR,Canada,N,0.3,
Tropic Air,\N,PM,TOS,TROPISER,Belize,Y,0.3,
Totavia,\N,,TOT,,Canada,N,0.3,
Tower Air,\N,FF,TOW,TEE AIR,United States,N,0.3,
Toyota Canada,\N,,TOY,TOYOTA,Canada,N,0.3,
TAMPA,\N,QT,TPA,TAMPA,Colombia,Y,0.3,
Top Speed,\N,,TPD,TOP SPEED,Austria,N,0.3,
Taxis Aereos del Pacifico,\N,,TPF,TAXIPACIFICO,Mexico,N,0.3,
Transportes Aereos Pegaso,\N,,TPG,TRANSPEGASO,Mexico,N,0.3,
TAR Interpilot,\N,,TPL,INTERPILOT,Mauritania,N,0.3,
Transpais Aereo,\N,,TPM,TRANSPAIS,Mexico,N,0.3,
Transportacion Aerea del Norte,\N,,TPN,AEREA DELNORTE,Mexico,N,0.3,
Transpac Express,\N,,TPP,TRANS EXPRESS,Australia,N,0.3,
Taxis Aereos De Parral,\N,,TPR,TAXIS PARRAL,Mexico,N,0.3,
TAPSA Transportes Aereos Petroleros,\N,,TPS,TAPSA,Argentina,N,0.3,
Transportes Aereo del Sureste,\N,,TPT,TASSA,Mexico,N,0.3,
Trans American Airlines (Trans Am),\N,,TPU,TRANS PERU,Peru,N,0.3,
Thai Pacific Airlines Business,\N,,TPV,THAI PACIFIC,Thailand,N,0.3,
Transportes Aereos De Xalapa,\N,,TPX,TRANSXALAPA,Mexico,N,0.3,
Trans-Provincial Airlines,\N,,TPY,TRANS PROVINCIAL,Canada,N,0.3,
Transportes La Paz,\N,,TPZ,TRANSPAZ,Mexico,N,0.3,
Taquan Air Services,\N,,TQN,TAQUAN,United States,N,0.3,
Transportacion Aerea De Queretaro,\N,,TQR,TRANSQUERETARO,Mexico,N,0.3,
TransAsia Airways,\N,GE,TNA,TransAsia,Taiwan,Y,0.3,
Transavia Holland,\N,HV,TRA,TRANSAVIA,Netherlands,Y,0.3,
Trans Air Charter,\N,,TRC,TRACKER,United States,N,0.3,
TACV,\N,VR,TCV,CABOVERDE,Portugal,Y,0.3,
Trans Island Air,\N,,TRD,TRANS ISLAND,Barbados,N,0.3,
Taxi Air Fret,\N,,TRF,TAXI JET,France,N,0.3,
TRAGSA (Medios Aereos),\N,,TRG,,Spain,N,0.3,
Trans Euro Air,\N,,TRJ,HIGH TIDE,United Kingdom,N,0.3,
Transport Aerien de Mauritanie,\N,,TRM,SOTRANS,Mauritania,N,0.3,
Tropic Airlines-Air Molokai,\N,,TRO,MOLOKAI,United States,N,0.3,
Turdus Airways,\N,,TRQ,HUNTER,Netherland,N,0.3,
Tramson Limited,\N,,TRR,TRAMSON,Sudan,N,0.3,
Trans Arabian Air Transport,\N,,TRT,TRANS ARABIAN,Sudan,N,0.3,
Triangle Airline (Uganda),\N,,TRU,TRI AIR,Uganda,N,0.3,
Transwestern Airlines of Utah,\N,,TRW,TRANS-WEST,United States,N,0.3,
Tristar Airlines,\N,,TRY,TRISTAR AIR,United States,N,0.3,
TransMeridian Airlines,\N,T9,TRZ,TRANS-MERIDIAN,United States,N,0.3,
Transair France,\N,,TSA,AIRTRAF,France,N,0.3,
TAF-Linhas Aereas,\N,,TSD,TAFI,Brazil,N,0.3,
Transmile Air Services,\N,TH,TSE,TRANSMILE,Malaysia,N,0.3,
Trans-Air-Congo,\N,,TSG,TRANS-CONGO,Republic of the Congo,N,0.3,
Transport'air,\N,,TSI,TRANSPORTAIR,France,N,0.3,
Trast Aero,\N,S5,TSJ,TRAST AERO,Kyrgyzstan,N,0.3,
Trast Aero,\N,,TSK,TOMSK-AVIA,Kyrgyzstan,N,0.3,
Thai Aviation Services,\N,,TSL,THAI AVIATION,Thailand,N,0.3,
Taftan Airlines,\N,,SBT,TAFTAN,Iran,N,0.3,
Transwest Air,\N,9T,ABS,ATHABASKA,Canada,Y,0.3,
Trans Sayegh Airport Services,\N,,TSM,,Lebanon,N,0.3,
Trans-Air Services,\N,,TSN,AIR TRANS,Nigeria,N,0.3,
Transaero Airlines,\N,UN,TSO,TRANSOVIET,Russia,Y,0.3,
Transportes Aereos Inter,\N,,TSP,TRANSPO-INTER,Guatemala,N,0.3,
Trans Service Airlift,\N,,TSR,TRANS SERVICE,Democratic Republic of Congo,N,0.3,
Tri-State Aero,\N,,TSS,TRI-STATE,United States,N,0.3,
TRAST,\N,,TST,TRAST,Kazakhstan,N,0.3,
Tropair Airservices,\N,,TSV,TROPIC,United Kingdom,N,0.3,
Transwings,\N,,TSW,SWISSTRANS,Switzerland,N,0.3,
Thai Star Airlines,\N,T9,TSX,THAI STAR,Thailand,N,0.3,
Tristar Air,\N,,TSY,TRIPLE STAR,Egypt,N,0.3,
TTA - Sociedade de Transporte e Trabalho Aereo,\N,,TTA,KANIMANBO,Mozambique,N,0.3,
Transteco,\N,,TTC,TRANSTECO,Angola,N,0.3,
Tarhan Tower Airlines,\N,,TTH,,Turkey,N,0.3,
Total Linhas Aereas,\N,,TTL,TOTAL,Brazil,N,0.3,
Triple O Aviation,\N,,TTP,MIGHTY WING,Nigeria,N,0.3,
Transportaciones Y Servicios Aereos,\N,,TTR,TRANSPORTACIONES,Mexico,N,0.3,
Transporte Aereo Tecnico Ejecutivo,\N,,TTS,TECNICO,Mexico,N,0.3,
Turkmenistan Airlines,Turkmenhovayollary,T5,TUA,TURKMENISTAN,Turkmenistan,Y,0.3,
Turismo Aereo de Chile,\N,,TUC,TURICHILE,Chile,N,0.3,
Tuninter,\N,UG,TUI,,Tunisia,Y,0.3,
Tulpar Air,\N,,TUL,URSAL,Russia,N,0.3,
Tyumenspecavia,\N,,TUM,TUMTEL,Russia,N,0.3,
Taxi Aereo Turistico,\N,,TUO,TURISTICO,Mexico,N,0.3,
Tulpar Air Service,\N,,TUX,TULPA,Kazakhstan,N,0.3,
Tuna Aero,\N,,TUZ,TUNA,Sweden,N,0.3,
Trans America Airlines,\N,,TVA,TRANS-AMERICA,United States,N,0.3,
Trabajos Aereos Vascongados,\N,,TVH,TRAVASA,Spain,N,0.3,
Tiramavia,\N,,TVI,TIRAMAVIA,Moldova,N,0.3,
Travel Service,\N,,TVL,TRAVEL SERVICE,Hungary,N,0.3,
Transavio,\N,,TVO,TRANS-BALLERIO,Italy,N,0.3,
Tavrey Airlines,\N,T6,TVR,TAVREY,Ukraine,N,0.3,
Travel Service,\N,QS,TVS,SKYTRAVEL,Czech Republic,Y,0.3,
Trans World Airlines,TWA,TW,TWA,TWA,United States,N,0.3,
Transwede Airways,\N,,TWE,TRANSWEDE,Sweden,N,0.3,
Twinjet Aircraft Sales,\N,,TWJ,,United Kingdom,N,0.3,
Tradewinds Aviation,\N,,TWL,TRADEWINDS CANADA,Canada,N,0.3,
Transairways,\N,,TWM,,Mozambique,N,0.3,
Twente Airlines,\N,,TWO,COLIBRI,Netherlands,N,0.3,
Trans Air Welwitchia,\N,,TWW,WELWITCHIA,Angola,N,0.3,
Texair Charter,\N,,TXA,OKAY AIR,United States,N,0.3,
Transaviaexport,\N,AL,TXC,TRANSEXPORT,Belarus,N,0.3,
Transilvania Express,\N,,TXE,TRANSAIR EXPRESS,Romania,N,0.3,
Taxi Aereo Cozatl,\N,,TXL,TAXI COZATL,Mexico,N,0.3,
Taxi Aereo de Mexico,\N,,TXM,TAXIMEX,Mexico,N,0.3,
Texas National Airlines,\N,,TXN,TEXAS NATIONAL,United States,N,0.3,
Taxis Aereos de Sinaloa,\N,,TXO,TAXIS SINALOA,Mexico,N,0.3,
Taxirey,\N,,TXR,TAXIREY,Mexico,N,0.3,
Texas Airlines,\N,,TXS,TEXAIR,United States,N,0.3,
Texas Air Charters,\N,,TXT,TEXAS CHARTER,United States,N,0.3,
Tex Star Air Freight,\N,,TXZ,TEX STAR,United States,N,0.3,
Tayflite,\N,,TYF,TAYFLITE,United Kingdom,N,0.3,
Trygg-Flyg,\N,,TYG,TRYGG,Sweden,N,0.3,
Tyrol Air Ambulance,\N,,TYW,TYROL AMBULANCE,Austria,N,0.3,
Transporte Aereo Ernesto Saenz,\N,,TZE,TRANSPORTE SAENZ,Mexico,N,0.3,
Tajikstan,\N,,TZK,TAJIKSTAN,Tajikistan,N,0.3,
Thyssen Krupp AG,\N,,BLI,BLUELINE,Germany,N,0.3,
TUIfly Nordic,\N,6B,BLX,BLUESCAN,Sweden,Y,0.3,
Transportes Aereos Bolivianos,\N,,BOL,BOL,Bolivia,N,0.3,
Tiphook PLC,\N,,BOX,BOX,United Kingdom,N,0.3,
Top Flight Air Service,\N,,CHE,CHECK AIR,United States,N,0.3,
Trans America,\N,,CLR,CLINTON AIRWAYS,United States,N,0.3,
Triple Alpha,\N,,CLU,CAROLUS,Germany,N,0.3,
Tashkent Aircraft Production Corporation,\N,,CTP,CORTAS,Uzbekistan,N,0.3,
Texas Airways,\N,,CWT,TEXAS AIRWAYS,United States,N,0.3,
Transportes Aereos Don Carlos,\N,,DCL,DON CARLOS,Chile,N,0.3,
Telnic Limited,\N,,DOT,DOT TEL,United Kingdom,N,0.3,
Triton Airlines,\N,,DRC,TRITON AIR,Canada,N,0.3,
TAAG Angola Airlines,\N,DT,DTA,DTA,Angola,Y,0.3,
Tassili Airlines,\N,SF,DTH,TASSILI AIR,Algeria,N,0.3,
Transporte Ejecutivo Aereo,\N,,EAR,EJECUTIVO-AEREO,Mexico,N,0.3,
Transportes Aereos Nacionales De Selva Tans,\N,,ELV,AEREOS SELVA,Peru,N,0.3,
TAG Farnborough Airport,\N,,FBO,,United Kingdom,N,0.3,
Transaviaservice,\N,,FNV,TRANSAVIASERVICE,Georgia,N,0.3,
TAG Aviation,\N,,FPG,TAG AVIATION,Switzerland,N,0.3,
The 955 Preservation Group,\N,,GFN,GRIFFON,United Kingdom,N,0.3,
Trans-Air-Link,\N,,GJB,SKY TRUCK,United States,N,0.3,
Tradewind Aviation,\N,,GPD,GOODSPEED,United States,N,0.3,
Trail Lake Flying Service,\N,,HBA,HARBOR AIR,United States,N,0.3,
TAF Helicopters,\N,,HET,HELITAF,Spain,N,0.3,
Tango Bravo,\N,,HTO,HELI TANGO,France,N,0.3,
Turkish Air Force,\N,,HVK,TURKISH AIRFORCE,Turkey,Y,0.3,
Thryluthjonustan,\N,,IHS,,Iceland,N,0.3,
TA-Air Airline,\N,,IRF,TA-AIR,Iran,N,0.3,
Tara Air Line,\N,,IRR,TARAIR,Iran,N,0.3,
Trading Air Cargo,\N,,JCH,TRADING CARGO,Mauritania,N,0.3,
Trans-Kiev,\N,,KCA,TRANS-KIEV,Ukraine,N,0.3,
Tal Air Charters,\N,,JEL,JETEL,Canada,N,0.3,
Transcontinental Airlines,\N,,KRA,REGATA,Kazakhstan,N,0.3,
Transaviabaltika,\N,,KTB,TRANSBALTIKA,Lithuania,N,0.3,
Transair-Gyraintiee,\N,,KTS,KOTAIR,Russia,N,0.3,
TAM Mercosur,\N,PZ,LAP,PARAGUAYA,Paraguay,Y,0.3,
The Lancair Company,\N,,LCC,LANCAIR,United States,N,0.3,
The Army Aviation Heritage Foundation,\N,,LEG,LEGACY,United States,N,0.3,
Top Sky International,\N,,LKW,TOPINTER,Indonesia,N,0.3,
Trans States Airlines,\N,AX,LOF,WATERSKI,United States,Y,0.3,
Trans Atlantis,\N,,LTA,LANTRA,Canada,N,0.3,
Transportacion Aerea Del Mar De Cortes,\N,,MCT,TRANS CORTES,Mexico,N,0.3,
Transporte Aero MGM,\N,,MGM,AERO EMM-GEE-EMM,Mexico,N,0.3,
Tigerfly,\N,,MOH,MOTH,United Kingdom,N,0.3,
Transportes Aereos Amparo,\N,,MPO,AMPARO,Mexico,N,0.3,
Trans Air,\N,,MUI,MAUI,United States,N,0.3,
Transportes Aereos Mexiquenses,\N,,MXQ,MEXIQUENSES,Mexico,N,0.3,
Travelsky Technology,\N,1E,,,China,N,0.3,
Thalys,\N,2H,,,Belgium,N,0.3,
TNT International Aviation,\N,,NTR,NITRO,United Kingdom,N,0.3,
Open Skies Consultative Commission,\N,1L,OSY,OPEN SKIES,United States,N,0.3,
Trans-Pacific Orient Airways,\N,,PCW,PACIFIC ORIENT,Philippines,N,0.3,
Tauranga Aer Club,\N,,PGS,,New Zealand,N,0.3,
TSSKB-Progress,\N,,PSS,PROGRESS,Russia,N,0.3,
Trans World Express,\N,,RBD,RED BIRD,United States,N,0.3,
Trans Reco,\N,,REC,TRANS-RECO,Mauritania,N,0.3,
Tas Aviation,\N,,RMS,TASS AIR,United States,N,0.3,
Tarom,\N,RO,ROT,TAROM,Romania,Y,0.3,
Transportes Aereos I.R. Crusoe,\N,,ROU,ROBINSON CRUSOE,Chile,N,0.3,
Transportes Aereos Sierra,\N,,RRT,SIERRA ALTA,Mexico,N,0.3,
Tbilisi Aviation University,\N,,RRY,AIRFERRY,Georgia,N,0.3,
Trans Am Compania,\N,,RTM,AERO TRANSAM,Ecuador,N,0.3,
Trans Sahara Air,\N,,SBJ,TRANS SAHARA,Nigeria,N,0.3,
Transportes Aereos Sierra Madre,\N,,SEI,TRANSPORTE SIERRA,Mexico,N,0.3,
Trans Asian Airlines,\N,,SRT,TRASER,Kazakhstan,N,0.3,
Turan Air,\N,3T,URN,TURAN,Azerbaijan,Y,0.3,
TRIP Linhas A,\N,8R,TIB,TRIP,Brazil,Y,0.3,
Tusheti,\N,,USB,TUSHETI,Georgia,N,0.3,
TAPC Aviatrans Aircompany,\N,,UTM,AVIATAPS,Uzbekistan,N,0.3,
Trans-Ulgii,\N,,UTN,TRANS-ULGII,Mongolia,N,0.3,
Transarabian Transportation Services,\N,,UTT,ARABIAN TRANSPORT,Uganda,N,0.3,
Transaven,\N,,VEN,TRANSAVEN AIRLINE,Venezuela,N,0.3,
Tag Aviation UK,\N,,VIP,SOVEREIGN,United Kingdom,N,0.3,
Tbilaviamsheni,\N,,VNZ,TBILAVIA,Georgia,N,0.3,
