Name,Alias,IATA,ICAO,call_sign,Country,Active,child_price_rate,
Cargoman,\N,,CGM,HOTEL CHARLIE,Oman,N,0.3,
Carib Aviation,\N,,DEL,RED TAIL,Antigua and Barbuda,N,0.3,
Carib Express,\N,,BCB,WAVEBIRD,Barbados,N,0.3,
Caribair,\N,,CBC,CARIBAIR,Dominican Republic,N,0.3,
Caribbean Air Cargo,\N,,DCC,CARICARGO,Barbados,N,0.3,
Caribbean Air Transport,\N,,CLT,CARIBBEAN,Netherlands,N,0.3,
Caribbean Airlines,\N,BW,BWA,CARIBBEAN AIRLINES,Trinidad and Tobago,Y,0.3,
Caribbean Airways,\N,,IQQ,CARIBJET,Barbados,N,0.3,
Caribbean Express,\N,,TLC,CARIB-X,United States,N,0.3,
Caribbean Star Airlines,\N,8B,GFI,CARIB STAR,Antigua and Barbuda,N,0.3,
Caribintair,\N,,CRT,CARIBINTAIR,Haiti,N,0.3,
Carill Aviation,\N,,CVG,CARILL,United Kingdom,N,0.3,
Carpatair,\N,V3,KRP,CARPATAIR,Romania,Y,0.3,
Carranza,\N,,CRR,CARRANZA,Chile,N,0.3,
Carroll Air Service,\N,,ULS,ULSTER,United States,N,0.3,
Casement Aviation,\N,,CMT,CASEMENT,United States,N,0.3,
Casino Airline,\N,,CSO,CASAIR,United States,N,0.3,
Casper Air Service,\N,,CSP,CASPER AIR,United States,N,0.3,
Caspian Airlines,\N,RV,CPN,CASPIAN,Iran,Y,0.3,
Castle Aviation,\N,,CSJ,CASTLE,United States,N,0.3,
Cat Aviation,\N,,CAZ,EUROCAT,Switzerland,N,0.3,
Catalina Flying Boats,\N,,CBT,CATALINA AIR,United States,N,0.3,
Catex,\N,,TEX,CATEX,France,N,0.3,
Cathay Pacific,\N,CX,CPA,CATHAY,Hong Kong SAR of China,Y,0.3,
Caverton Helicopters,\N,,CJR,CAVERTON AIR,Nigeria,N,0.3,
Cayman Airways,\N,KX,CAY,CAYMAN,Cayman Islands,Y,0.3,
Cebu Pacific,\N,5J,CEB,CEBU AIR,Philippines,Y,0.3,
Cecil Aviation,\N,,CIL,CECIL,United Kingdom,N,0.3,
Cega Aviation,\N,,CEG,CEGA,United Kingdom,N,0.3,
Celtic Airways,\N,,CEC,CELTAIR,United Kingdom,N,0.3,
Celtic West,\N,,CWE,CELTIC,United Kingdom,N,0.3,
Centavia,\N,7N,CNA,,Serbia,N,0.3,
Cente D'Essais En Vol,\N,,CEV,CENTEV,France,N,0.3,
Centennial Airlines,\N,,CNL,WYO-AIR,United States,N,0.3,
Centennial Flight Centre,\N,,CNS,CENTENNIAL,Canada,N,0.3,
Center Vol,\N,,CVO,CENTERVOL,Spain,N,0.3,
Center-South,\N,,CTS,CENTER-SOUTH,Russia,N,0.3,
Centrafrican Airlines,\N,,CET,CENTRAFRICAIN,Central African Republic,N,0.3,
Central Air Express,\N,,CAX,CENTRAL EXPRESS,Democratic Republic of Congo,N,0.3,
Central Airlines,\N,,CTL,CENTRAL COMMUTER,United States,N,0.3,
Central Airways,\N,,CNY,CENTRAL LEONE,Sierra Leone,N,0.3,
Central American Airlines,\N,,ACN,AEROCENTRO,Nicaragua,N,0.3,
Central Aviation,\N,,YOG,YOGAN AIR,United States,N,0.3,
Central Connect Airlines,\N,,CCG,,Czech Republic,Y,0.3,
Central De Discos De Reynosa,\N,,DRN,DISCOS REYNOSA,Mexico,N,0.3,
Central European Airlines,\N,,CMA,EUROCENTRAL,Czech Republic,N,0.3,
Central Flying Service,\N,,CHA,CHARTER CENTRAL,United States,N,0.3,
Central Mongolia Airways,\N,,CEM,CENTRAL MONGOLIA,Mongolia,N,0.3,
Central Mountain Air,\N,,GLR,GLACIER,Canada,N,0.3,
Central Queensland Aviation College,\N,,CQC,,Australia,N,0.3,
Central Skyport,\N,,CSI,SKYPORT,United States,N,0.3,
Centralwings,\N,C0,CLW,CENTRALWINGS,Poland,Y,0.3,
Centre Airlines,\N,,DTV,DUTCH VALLEY,United States,N,0.3,
Centre of Applied Geodynamica,\N,,CGS,GEO CENTRE,Russia,N,0.3,
Centre-Avia,\N,J7,CVC,AVIACENTRE,Russia,N,0.3,
Centro De Helicopteros Corporativos,\N,,CCV,HELICORPORATIVO,Mexico,N,0.3,
Centro de Formacion Aeronautica de Canarias,\N,,ACF,FORCAN,Spain,N,0.3,
Centurion Air Cargo,\N,WE,CWC,CHALLENGE CARGO,United States,N,0.3,
Century Aviation,\N,,URY,CENTURY AVIA,Mexico,N,0.3,
Century Aviation International,\N,,HAI,,Canada,N,0.3,
Certified Air Dispatch,\N,,XAD,,United States,N,0.3,
Cetraca Aviation Service,\N,,CER,CETRACA,Democratic Republic of the Congo,N,0.3,
Chabahar Airlines,\N,,IRU,CHABAHAR,Iran,N,0.3,
Chalair Aviation,\N,,CLG,CHALLAIR,France,N,0.3,
Chalk's Ocean Airways,\N,OP,CHK,CHALKS,United States,N,0.3,
Challenge Air Transport,\N,,CLS,AIRISTO,Germany,N,0.3,
Challenge Aviation,\N,,CHS,CHALLENGE AVIATION,Australia,N,0.3,
Challenge International Airlines,\N,,OFF,CHALLENGE AIR,United States,N,0.3,
AC Challenge Aero,\N,,CHG,SKY CHALLENGER,Ukraine,N,0.3,
Champagne Airlines,\N,,CPH,CHAMPAGNE,France,N,0.3,
Champion Air,\N,MG,CCP,CHAMPION AIR,United States,N,0.3,
Chanchangi Airlines,\N,,NCH,CHANCHANGI,Nigeria,N,0.3,
Changan Airlines,\N,2Z,CGN,CHANGAN,China,N,0.3,
Channel Island Aviation,\N,,CHN,CHANNEL,United States,N,0.3,
Chantilly Air,\N,,WML,MARLIN,United States,N,0.3,
Chaparral Airlines,\N,,CPL,CHAPARRAL,United States,N,0.3,
Chari Aviation Services,\N,S8,CSU,CHARI SERVICE,Chad,N,0.3,
Charlan Air Charter,\N,,CAH,CHARLAN,South Africa,N,0.3,
Charlie Hammonds Flying Service,\N,,HMD,HAMMOND,United States,N,0.3,
Charlotte Air National Guard,\N,,CGD,,United States,N,0.3,
Charter Air,\N,,CHW,CHARTER WIEN,Austria,Y,0.3,
Chartright Air,\N,,HRT,CHARTRIGHT,Canada,N,0.3,
Chautauqua Airlines,\N,RP,CHQ,CHAUTAUQUA,United States,Y,0.3,
Cheboksary Airenterprise JSC,\N,,CBB,CHEBAIR,Russia,N,0.3,
Chemech Aviation,\N,,CHM,,Pakistan,N,0.3,
Cherline,\N,,CHZ,CHERL,Russia,N,0.3,
Chernomor-Avia,\N,,CMK,CHERAVIA,Russia,N,0.3,
Cherokee Express,\N,,CBM,BLUE MAX,United States,N,0.3,
Cherry Air,\N,,CCY,CHERRY,United States,N,0.3,
Chesapeake Air Service,\N,,CAB,CHESAPEAKE AIR,United States,N,0.3,
Chevron U.S.A,\N,,CVR,CHEVRON,United States,N,0.3,
Cheyenne Airways,\N,,CYA,CHEYENNE AIR,United States,N,0.3,
Chicago Air,\N,,CGO,WILD ONION,United States,N,0.3,
Chicago Express,\N,C8,WDY,WINDY CITY,United States,N,0.3,
Chief Rat Flight Services,\N,,RAT,RIVERRAT,South Africa,N,0.3,
Chilchota Taxi Aereo,\N,,CCH,CHILCHOTA,Mexico,N,0.3,
Chilcotin Caribou Aviation,\N,,DES,CHILCOTIN,Canada,N,0.3,
Chilliwack Aviation,\N,,CAD,CHILLIWACKAIR,Canada,N,0.3,
Chim-Nir Aviation,\N,,ETN,CHMINIR,Israel,N,0.3,
China Airlines,\N,CI,CAL,DYNASTY,Taiwan,Y,0.3,
China Cargo Airlines,\N,CK,CKK,CARGO KING,China,N,0.3,
China Eastern Airlines,\N,MU,CES,CHINA EASTERN,China,Y,0.3,
China Express Airlines,\N,,HXA,CHINA EXPRESS,China,N,0.3,
China Flying Dragon Aviation,\N,,CFA,FEILONG,China,N,0.3,
China General Aviation Corporation,\N,,CTH,TONGHANG,China,N,0.3,
China National Aviation Corporation,\N,,CAG,CHINA NATIONAL,China,N,0.3,
China Northern Airlines,\N,CJ,CBF,CHINA NORTHERN,China,N,0.3,
China Northwest Airlines,\N,WH,CNW,CHINA NORTHWEST,China,N,0.3,
China Ocean Helicopter Corporation,\N,,CHC,CHINA HELICOPTER,China,N,0.3,
China Postal Airlines,\N,8Y,CYZ,CHINA POST,China,N,0.3,
China Southern Airlines,\N,CZ,CSN,CHINA SOUTHERN,China,Y,0.3,
China Southwest Airlines,\N,,CXN,CHINA SOUTHWEST,China,N,0.3,
China United Airlines,\N,HR,CUA,LIANHANG,China,Y,0.3,
China Xinhua Airlines,\N,XO,CXH,XINHUA,China,N,0.3,
Yunnan Airlines,\N,3Q,CYH,YUNNAN,China,Y,0.3,
Chinguetti Airlines,\N,,CGU,CHINGUETTI,Mauritania,N,0.3,
Chipola Aviation,\N,,CEP,CHIPOLA,United States,N,0.3,
Chippewa Air Commuter,\N,,CPW,CHIPPEWA-AIR,United States,N,0.3,
Chitaavia,\N,X7,CHF,CHITA,Russia,N,0.3,
Christman Air System,\N,,CAS,CHRISTMAN,United States,N,0.3,
Christophorus Flugrettungsverein,\N,,OEC,CHRISTOPHORUS,Austria,N,0.3,
Chrome Air Services,\N,,CHO,CHROME AIR,United States,N,0.3,
Church Aircraft,\N,,CHU,CHURCHAIR,United States,N,0.3,
Cielos Airlines,\N,A2,CIU,CIELOS,Peru,N,0.3,
Cimber Air,\N,QI,CIM,CIMBER,Denmark,Y,0.3,
Cirrus,\N,,RRU,HELICIRRUS,Chile,N,0.3,
Cirrus Air,\N,,NTS,NITE STAR,United States,N,0.3,
Cirrus Airlines,\N,C9,RUS,CIRRUS AIR,Germany,Y,0.3,
Cirrus Middle East,\N,,JTI,,Lebanon,N,0.3,
Citationshares,\N,,FIV,FIVE STAR,United States,N,0.3,
Citibank,\N,,XCX,,United States,N,0.3,
Citic General Aviation,\N,,HZX,ZHONGXIN,China,N,0.3,
City Airline,\N,CF,SDR,SWEDESTAR,Sweden,Y,0.3,
City Connexion Airlines,\N,G3,CIX,CONNEXION,Burundi,Y,0.3,
City of Bangor,\N,,XBG,,United States,N,0.3,
CityJet,\N,WX,BCY,CITY-IRELAND,Ireland,Y,0.3,
Cityair (Chester) Limited,\N,,CAQ,AIR CHESTER,United Kingdom,N,0.3,
Cityfly,\N,,CII,CITYFLY,Italy,N,0.3,
BA CityFlyer,\N,CJ,CFE,FLYER,United Kingdom,Y,0.3,
Cityline Hungary,\N,,CNB,CITYHUN,Hungary,N,0.3,
Citylink Airlines,\N,,HSR,HOOSIER,United States,N,0.3,
Civair Airways,\N,,CIW,CIVFLIGHT,South Africa,N,0.3,
Civil Air Patrol South Carolina Wing,\N,,BKR,BOX KAR,United States,N,0.3,
Civil Air Transport,\N,CT,CAT,Mandarin,Taiwan,N,0.3,
Civil Aviation Authority,\N,,CIA,CALIMERA,Slovakia,N,0.3,
Civil Aviation Authority of New Zealand,\N,,CIV,CIVAIR,New Zealand,N,0.3,
Civil Aviation Inspectorate of the Czech Republic,\N,,CBA,CALIBRA,Czech Republic,N,0.3,
Claessens International Limited,\N,,FMC,CLAESSENS,United Kingdom,N,0.3,
Clark Aviation,\N,,CLK,CLARKAIR,United States,N,0.3,
Clasair,\N,,CSF,CALEDONIAN,United Kingdom,N,0.3,
Clay Lacy Aviation,\N,,CLY,CLAY-LACY,United States,N,0.3,
Click Airways,\N,,CGK,CLICK AIR,Kyrgyzstan,Y,0.3,
Cloud 9 Air Charters,\N,,CLZ,CLOUDLINE,South Africa,N,0.3,
Clowes Estates Limited,\N,,CLD,CLOWES,United Kingdom,N,0.3,
Club 328,\N,,SDJ,SPACEJET,United Kingdom,N,0.3,
Club Air,\N,6P,ISG,CLUBAIR,Italy,N,0.3,
Coast Air,\N,BX,CST,COAST CENTER,Norway,N,0.3,
Coastal Air,\N,DQ,,U.S. Virgin Islands,United States,Y,0.3,
Coastal Air Transport,\N,,TCL,TRANS COASTAL,United States,N,0.3,
Coastal Airways,\N,,CNG,SID-AIR,United States,N,0.3,
Coastal Travels,\N,,CSV,COASTAL TRAVEL,Tanzania,N,0.3,
Cohlmia Aviation,\N,,CHL,COHLMIA,United States,N,0.3,
Colaereos,\N,,OLR,COLAEREOS,Ecuador,N,0.3,
Colemill Enterprises,\N,,CLE,COLEMILL,United States,N,0.3,
Colgan Air,\N,9L,CJC,COLGAN,United States,Y,0.3,
Colibri Aviation,\N,,CAE,HUMMINGBIRD,Canada,N,0.3,
Colt International,\N,,CCX,,United States,N,0.3,
Columbia Airlines,\N,,COL,COLAIR,Canada,N,0.3,
Columbia Helicopters,\N,,WCO,COLUMBIA HELI,United States,N,0.3,
Columbus Air Transport,\N,,KLR,KAY-LER,United States,N,0.3,
Colvin Aviation,\N,,GHP,GRASSHOPPER EX,United States,N,0.3,
Comair,\N,OH,COM,COMAIR,United States,Y,0.3,
Comair,\N,MN,CAW,COMMERCIAL,South Africa,Y,0.3,
Comed Group,\N,,CDE,COMEX,United Kingdom,N,0.3,
Comeravia,\N,,CVV,COMERAVIA,Venezuela,N,0.3,
Comercial Aerea,\N,,CRS,COMERCIAL AEREA,Mexico,N,0.3,
Comet Airlines,\N,,CMG,SUNSPY,Nigeria,N,0.3,
Comfort Air,\N,,FYN,FLYNN,Germany,N,0.3,
Comlux Aviation,\N,,CLA,COMLUX,Switzerland,N,0.3,
Commair Aviation,\N,,CMH,COMMODORE,United Kingdom,N,0.3,
Commandement Du Transport Aerien Militaire Francais,\N,,CTM,COTAM,France,N,0.3,
Commander Air Charter,\N,,CML,COMMANDAIR,Canada,N,0.3,
Commander Mexicana,\N,,CRM,COMMANDERMEX,Mexico,N,0.3,
Commercial Aviation,\N,,CMS,ACCESS,Canada,N,0.3,
Commodore Aviation,\N,,GAR,,Australia,N,0.3,
Commonwealth Jet Service,\N,,CJS,COMMONWEALTH,United States,N,0.3,
CommutAir,\N,C5,UCA,COMMUTAIR,United States,Y,0.3,
Comores Airlines,\N,KR,CWK,CONTICOM,Comoros,Y,0.3,
Compagnia Generale Ripreseaeree,\N,,CGR,COMPRIP,Italy,N,0.3,
Compagnie Aerienne du Mali,\N,,CMM,CAMALI,Mali,N,0.3,
Compagnie Mauritanienne Des Transports,\N,,CPM,,Mauritania,N,0.3,
Compagnie de Bauxites de Guinee,\N,,GIC,CEBEGE,Guinea,N,0.3,
Compania Aerea de Valencia,\N,,AIF,,Spain,N,0.3,
Compania Aerotecnicas Fotograficas,\N,,ATF,AEROTECNICAS,Spain,N,0.3,
Compania Boliviana de Transporte Aereo Privado Aerosur,\N,,ASU, S.A.,ASUR,N,0.3,
Compania De Actividades Y Servicios De Aviacion,\N,,LCT,STELLAIR,Spain,N,0.3,
Compania Ejecutiva,\N,,EJV,EJECUTIVA,Mexico,N,0.3,
Compania Helicopteros Del Sureste,\N,,HSE,HELISURESTE,Spain,N,0.3,
Compania Mexicana De Aeroplanos,\N,,MDR,AEROPLANOS,Mexico,N,0.3,
Compania Mexicargo,\N,GJ,MXC,MEXICARGO,Mexico,N,0.3,
Compania Transportes Aereos Del Sur,\N,,HSS,TAS HELICOPTEROS,Spain,N,0.3,
Compania de Servicios Aereos Tavisa,\N,,TAV,TAVISA,Spain,N,0.3,
Company Flight,\N,,CYF,COMPANY FLIGHT,Denmark,N,0.3,
Compass Airlines,\N,CP,CPZ,Compass Rose,United States,Y,0.3,
Compass International Airways,\N,,CPS,COMPASS,United Kingdom,N,0.3,
Compuflight Operations Service,\N,,XCO,,United States,N,0.3,
Compuserve Incorporated,\N,,XCS,,United States,N,0.3,
Conair Aviation,\N,,CRC,CONAIR-CANADA,Canada,N,0.3,
Concordavia,\N,,COD,CONCORDAVIA,Ukraine,N,0.3,
Condor Aero Services,\N,,CNR,CONAERO,United States,N,0.3,
Condor,\N,,CIB,CONDOR BERLIN,Germany,N,0.3,
Condor Flugdienst,\N,DE,CFG,CONDOR,Germany,Y,0.3,
Confort Air,\N,,COF,CONFORT,Canada,N,0.3,
Congo Air,\N,,CAK,,Bahamas,N,0.3,
Congressional Air,\N,,CGA,CONGRESSIONAL,United States,N,0.3,
Conifair Aviation,\N,,ROY,,Canada,N,0.3,
Connectair Charters,\N,,BSN,BASTION,Canada,N,0.3,
Conquest Airlines,\N,,CAC,CONQUEST AIR,United States,N,0.3,
Conroe Aviation Services,\N,,CXO,CONROE AIR,United States,N,0.3,
Consorcio Aviaxsa,\N,6A,CHP,AVIACSA,Mexico,Y,0.3,
Consorcio Helitec,\N,,VCH,CONSORCIO HELITEC,Venezuela,N,0.3,
Constanta Airline,\N,,UZA,CONSTANTA,Ukraine,N,0.3,
Contact Air,Contactair,C3,KIS,CONTACTAIR,Germany,Y,0.3,
Contel ASC,\N,,XCL,,United States,N,0.3,
Continental Airlines,\N,CO,COA,CONTINENTAL,United States,Y,0.3,
Continental Airways,\N,PC,PVV,CONTAIR,Russia,N,0.3,
Continental Express,\N,CO,,JETLINK,United States,Y,0.3,
Continental Micronesia,\N,CS,CMI,AIR MIKE,United States,Y,0.3,
Continental Oil,\N,,CON,CONOCO,United States,N,0.3,
Conviasa,\N,V0,VCV,CONVIASA,Venezuela,Y,0.3,
Cook Inlet Aviation,\N,,CKA,COOK-AIR,United States,N,0.3,
Cooper Aerial Surveys,\N,,SVY,SURVEYOR,United Kingdom,N,0.3,
Copa Airlines,\N,CM,CMP,COPA,Panama,Y,0.3,
Copenhagen Airtaxi,\N,,CAT,AIRCAT,Denmark,N,0.3,
Copper State Air Service,\N,,COP,COPPER STATE,United States,N,0.3,
Copterline,\N,,AAQ,COPTERLINE,Finland,Y,0.3,
Coptrade Air Transport,\N,,CCW,COPTRADE AIR,Sudan,N,0.3,
Corendon Airlines,\N,,CAI,CORENDON,Turkey,Y,0.3,
Coronado Aerolineas,\N,,CRA,CORAL,Colombia,N,0.3,
Corpac Canada,\N,,CPB,PENTA,Canada,N,0.3,
Corporacion Aereo Cencor,\N,,CNC,CENCOR,Mexico,N,0.3,
Corporacion Aeroangeles,\N,,CPG,CORPORANG,Mexico,N,0.3,
Corporacion Paraguaya De Aeronautica,\N,,CGY,,Paraguay,N,0.3,
Corporate Air,\N,,CPT,AIR SPUR,United States,N,0.3,
Corporate Air,\N,,CPR,CORPAIR,United States,N,0.3,
Corporate Aircraft Company,\N,,CPO,MOKAN,United States,N,0.3,
Corporate Airlink,\N,,COO,CORPORATE,Canada,N,0.3,
Corporate Aviation Services,\N,,CKE,CHECKMATE,United States,N,0.3,
Corporate Flight International,\N,,VHT,VEGAS HEAT,United States,N,0.3,
Corporate Flight Management,\N,,VTE,VOLUNTEER,United States,N,0.3,
Corporate Jets,\N,,CJI,SEA JET,United States,N,0.3,
Corsairfly,\N,SS,CRL,CORSAIR,France,Y,0.3,
Corse-Mediterranee,\N,XK,CCM,CORSICA,France,Y,0.3,
Cosmic Air,\N,F5,COZ,COSMIC AIR,Nepal,N,0.3,
Cougar Helicopters,\N,,CHI,COUGAR,Canada,N,0.3,
Coulson Flying Service,\N,,MGB,MOCKINGBIRD,United Kingdom,N,0.3,
Country Connection Airlines,\N,,NSW,,Australia,N,0.3,
Country International Airlines,\N,,CIK,COUNTRY AIR,Kyrgyzstan,N,0.3,
Courier Services,\N,,CSD,DELIVERY,United States,N,0.3,
Court Helicopters,\N,,CUT,COURT AIR,South Africa,N,0.3,
Coval Air,\N,,CVL,COVAL,Canada,N,0.3,
Cowi,\N,,COW,COWI,Netherlands,N,0.3,
Coyne Aviation,\N,,COY,COYNE AIR,United Kingdom,N,0.3,
Cranfield University,\N,,CFD,AERONAUT,United Kingdom,N,0.3,
Cree Airways,\N,,CRE,CREE AIR,Canada,N,0.3,
Crelam,\N,,ELM,CRELAM,Mexico,N,0.3,
Crest Aviation,\N,,CAN,CREST,United Kingdom,Y,0.3,
Crimea Universal Avia,\N,,KRM,TRANS UNIVERSAL,Ukraine,N,0.3,
Croatia Airlines,\N,OU,CTN,CROATIA,Croatia,Y,0.3,
Croatian Air Force,\N,,HRZ,CROATIAN AIRFORCE,Croatia,N,0.3,
Cross Aviation,\N,,CRX,CROSSAIR,United Kingdom,N,0.3,
Crossair Europe,\N,QE,ECC,Cigogne,Switzerland,N,0.3,
Crow Executive Air,\N,,CWX,CROW EXPRESS,United States,N,0.3,
Crown Air Systems,\N,,CKR,CROWN AIR,United States,N,0.3,
Crown Airways,\N,,CRO,CROWN AIRWAYS,United States,Y,0.3,
Crownair,\N,,CRW,REGAL,Canada,N,0.3,
Cruiser Linhas Aereas,\N,,VCR,VOE CRUISER,Brazil,N,0.3,
Cryderman Air Service,\N,,CTY,CENTURY,United States,N,0.3,
Crystal Shamrock,\N,,CYT,CRYSTAL-AIR,United States,N,0.3,
Cubana de Aviación,\N,CU,CUB,CUBANA,Cuba,Y,0.3,
Cumberland Airways (Nicholson Air Service),\N,,CBL,CUMBERLAND,United States,N,0.3,
Custom Air Transport,\N,,CTT,CATT,United States,N,0.3,
Cygnus Air,\N,,RGN,CYGNUS AIR,Spain,N,0.3,
Cyprair Tours,\N,,CYC,CYPRAIR,Cyprus,N,0.3,
Cypress Airlines,\N,,CYS,SKYBIRD,Canada,N,0.3,
Cyprus Airways,\N,CY,CYP,CYPRUS,Cyprus,Y,0.3,
Cyprus Turkish Airlines,\N,YK,,,Turkey,Y,0.3,
Czech Air Force,\N,,CEF,CZECH AIR FORCE,Czech Republic,N,0.3,
Czech Air Handling,\N,,AHD,AIRHANDLING,Czech Republic,N,0.3,
Czech Airlines,CSA Czech Airlines,OK,CSA,CSA-LINES,Czech Republic,Y,0.3,
Czech Government Flying Service,\N,,CIE,CZECHIA,Czech Republic,N,0.3,
D & D Aviation,\N,,DDA,DUSTY,United States,N,0.3,
D&K Aviation,\N,,DNK,DIRECT JET,United States,N,0.3,
DAP Helicopteros,\N,,DHE,HELIDAP,Chile,N,0.3,
DFS UK Limited,\N,,VLF,VOLANTE,United Kingdom,N,0.3,
DAS Air Cargo,\N,WD,DSR,DAIRAIR,Uganda,N,0.3,
DAS Airlines,\N,,RKC,DAS CONGO,Democratic Republic of the Congo,N,0.3,
DAT Danish Air Transport,\N,DX,DTR,DANISH,Denmark,Y,0.3,
DAT Enterprise Limited,\N,,ENT,DATENT,United Kingdom,N,0.3,
DERA Boscombe Down,\N,,BDN,GAUNTLET,United Kingdom,N,0.3,
DESNA,\N,,DSN,DESNA,Ukraine,N,0.3,
DETA Air,\N,,DET,SAMAL,Kazakhstan,N,0.3,
DGO Jet,\N,,DGO,DGO JET,Mexico,N,0.3,
DHL Aero Expreso,\N,,DAE,YELLOW,Panama,N,0.3,
DHL Air,\N,,DHK,WORLD EXPRESS,United Kingdom,N,0.3,
DHL Aviation,\N,,DHV,WORLDSTAR,South Africa,N,0.3,
DHL International,\N,ES,DHX,DILMUN,Bahrain,N,0.3,
DHL de Guatemala,\N,L3,JOS,,Guatemala,N,0.3,
DSWA,\N,,RSK,REDSKIN,United States,N,0.3,
Daallo Airlines,\N,D3,DAO,DALO AIRLINES,Djibouti,Y,0.3,
Dagestan Airlines,\N,N2,DAG,DAGAL,Russia,N,0.3,
Dahla Airlines,\N,,DHA,,Democratic Republic of Congo,N,0.3,
Daimler Chrysler Aviation,\N,,DCS,TWIN STAR,Germany,N,0.3,
Daimler-Chrysler,\N,,DCX,DAIMLER,United States,N,0.3,
Daka,\N,,DKA,,Kazakhstan,N,0.3,
Dala Air Services,\N,,DLR,DALA AIR,Nigeria,N,0.3,
Dalavia,\N,H8,KHB,DALAVIA,Russia,Y,0.3,
Dallas Express Airlines,\N,,DXP,DALLAS EXPRESS,United States,N,0.3,
Damascene Airways,\N,,DAS,AIRDAM,Syrian Arab Republic,N,0.3,
Danbury Airways,\N,,DSA,DANBURY AIRWAYS,United States,N,0.3,
Dancopter,\N,,DOP,DANCOPTER,Denmark,N,0.3,
Danish Air Force,\N,,DAF,DANISH AIRFORCE,Denmark,N,0.3,
Danish Army,\N,,DAR,DANISH ARMY,Denmark,N,0.3,
Danish Navy,\N,,DNY,DANISH NAVY,Denmark,N,0.3,
Danu Oro Transportas,\N,,DNU,DANU,Lithuania,N,0.3,
Darta,\N,,DRT,DARTA,France,N,0.3,
Darwin Airline,\N,0D,DWT,DARWIN,Switzerland,Y,0.3,
Dasab Airlines,\N,,DSQ,DASAB AIR,Uganda,N,0.3,
Dash Air Charter,\N,,DSH,DASH CHARTER,United States,N,0.3,
Dash Aviation,\N,,GOB,PILGRIM,United Kingdom,N,0.3,
Dasnair,\N,,DGX,DASNA,Switzerland,N,0.3,
Dassault Aviation,\N,,DAB,,France,N,0.3,
Dassault Falcon Jet Corporation,\N,,CVF,CLOVERLEAF,United States,N,0.3,
Dassault Falcon Service,\N,,DSO,DASSAULT,France,N,0.3,
Data International,\N,,DTN,DATA AIR,Sudan,N,0.3,
Date Transformation Corp,\N,,XDT,,United States,N,0.3,
Dauair,\N,D5,DAU,DAUAIR,Germany,N,0.3,
David Crawshaw Consultants Limited,\N,,DCO,,United Kingdom,N,0.3,
Dawn Air,\N,,DWN,DAWN AIR,United States,N,0.3,
DayJet,\N,,DJS,DAYJET,United States,N,0.3,
Daya Aviation,\N,,DAY,DAYA,Sri Lanka,N,0.3,
De Havilland,\N,,DHC,DEHAVILLAND,Canada,N,0.3,
Deadalos Flugtbetriebs,\N,,IAY,IASON,Austria,N,0.3,
Decatur Aviation,\N,,DAA,DECUR,United States,N,0.3,
Deccan Aviation,\N,,DKN,DECCAN,India,N,0.3,
Deccan Aviation (Lanka),\N,,DLK,DEKKANLANKA,Sri Lanka,N,0.3,
Deer Jet,\N,,DER,DEER JET,China,N,0.3,
Deere and Company,\N,,JDC,JOHN DEERE,United States,N,0.3,
Delaware Skyways,\N,,DWR,DELAWARE,United States,N,0.3,
Delta Aerotaxi,\N,,DEA,JET SERVICE,Italy,Y,0.3,
Delta Air Charter,\N,,SNO,SNOWBALL,Canada,N,0.3,
Delta Air Elite,\N,,ELJ,ELITE JET,United States,N,0.3,
Delta Air Lines,\N,DL,DAL,DELTA,United States,Y,0.3,
Delta Engineering Aviation,\N,,KMB,KEMBLEJET,United Kingdom,N,0.3,
Delta Express International,\N,,DLI,DELTA EXPRESS,Ukraine,N,0.3,
Delta State University,\N,,DSU,DELTA STATE,United States,N,0.3,
Denim Air,\N,,DNM,DENIM,Netherlands,Y,0.3,
Denver Express,\N,,FEC,FALCON EXPRESS,United States,N,0.3,
Denver Jet,\N,,DJT,DENVER JET,United States,N,0.3,
Departmento De Agricultura De La Generalitat De Cataluna,\N,,FGC,FORESTALES,Spain,N,0.3,
Deraya Air Taxi,\N,,DRY,DERAYA,Indonesia,N,0.3,
Des R Cargo Express,\N,,DRX,,Mauritania,N,0.3,
Desarrollo Milaz,\N,,MIZ,MILAZ,Mexico,N,0.3,
Destiny Air Services,\N,,DTY,DESTINY,Sierra Leone,N,0.3,
Deutsche Bahn,\N,2A,,,Germany,Y,0.3,
Deutsche Rettungsflugwacht,\N,1I,AMB,CIVIL AIR AMBULANCE,Germany,N,0.3,
Deutsches Zentrum fur Luft-und Raumfahrt EV,\N,,LFO,LUFO,Germany,N,0.3,
Di Air,\N,,DIS,DI AIR,Serbia,N,0.3,
Diamond Aviation,\N,,SPK,SPARKLE,United States,N,0.3,
Didier Rousset Buy,\N,,DRB,DIDIER,Chile,N,0.3,
Digital Equipment Corporation,\N,,DGT,DIGITAL,United States,N,0.3,
Dinar,\N,D7,RDN,AERO DINAR,Argentina,N,0.3,
Diplomatic Freight Services,\N,,DIP,DIPFREIGHT,United Kingdom,N,0.3,
Direccion General de Aviacion Civil y Telecomunicasciones,\N,,ENA,ENA,Spain,N,0.3,
Direct Air,\N,,DIA,BLUE SKY,United States,N,0.3,
Direct Air trading as Midway Connection,\N,,XAP,MID-TOWN,United States,N,0.3,
Direct Flight,\N,,DCT,,United Kingdom,N,0.3,
