name,alias,iata,icao,call_sign,country,active,active_2,child_price_rate,
Andalus Lineas Aereas,,,ANU,Andalus,Spain,true,Y,0.3,
Air 26,,,DCD,DUCARD,Angola,true,Y,0.3,
Mauritania Airways,,,MTW,MAURITANIA AIRWAYS,Mauritania,true,Y,0.3,
CEIBA Intercontinental,,,CEL,CEIBA LINE,Equatorial Guinea,true,Y,0.3,
Halcyonair,,7Z,\N,CREOLE,Cape Verde,true,Y,0.3,
Business Aviation,,4P,\N,AFRICAN BUSINESS,Congo (Kinshasa),true,Y,0.3,
Compagnie Africaine d\\'Aviation,,E9,\N,AFRICOMPANY,Congo (Kinshasa),true,Y,0.3,
Zambia Skyways,,K8,\N,ZAMBIA SKIES,Zambia,true,Y,0.3,
AlMasria Universal Airlines,,UJ,LMU,ALMASRIA,Egypt,true,Y,0.3,
EgyptAir Express,,,MSE,EGYPTAIR EXPRESS,Egypt,true,Y,0.3,
SmartLynx Airlines,,6Y,\N,,Latvia,true,Y,0.3,
Air Italy Egypt,,,EUD,,Egypt,true,Y,0.3,
KoralBlue Airlines,,K7,KBR,KORAL BLUE,Egypt,true,Y,0.3,
Wind Rose Aviation,,,WRC,WIND ROSE,Ukraine,true,Y,0.3,
Elysian Airlines,,E4,GIE,,Cameroon,true,Y,0.3,
Sevenair,,,SEN,SEVENAIR,Tunisia,true,Y,0.3,
Hellenic Imperial Airways,,HT,IMP,IMPERIAL,Greece,true,Y,0.3,
Amsterdam Airlines,,WD,AAN,AMSTEL,Netherlands,true,Y,0.3,
Arik Niger,,Q9,NAK,,Niger,true,Y,0.3,
Dana Air,,DA,\N,DANACO,Nigeria,true,Y,0.3,
STP Airways,,8F,STP,SAOTOME AIRWAYS,Sao Tome and Principe,true,Y,0.3,
Med Airways,,7Y,\N,FLYING CARPET,Lebanon,true,Y,0.3,
Skyjet Airlines,,UQ,SJU,SKYJET,Uganda,true,Y,0.3,
Air Volga,,G6,\N,GOUMRAK,Russia,true,Y,0.3,
Transavia Denmark,,,TDK,,Denmark,true,Y,0.3,
Royal Falcon,,RL,RFJ,,Jordan,true,Y,0.3,
Euroline,,4L,MJX,GEO-LINE,Georgia,true,Y,0.3,
Worldways,,WG,WGC,,Canada,false,N,0.3,
Turkuaz Airlines,,,TRK,TURKU,Turkey,true,Y,0.3,
Athens Airways,,ZF,\N,ATHENSAIR,Greece,true,Y,0.3,
Viking Hellas,,VQ,VKH,DELPHI,Greece,true,Y,0.3,
Norlandair,,,FNA,NORLAND,Iceland,true,Y,0.3,
Flugfelag Vestmannaeyja,,,FVM,ELEGANT,Iceland,true,Y,0.3,
Starline.kz,,DZ,\N,ALUNK,Kazakhstan,true,Y,0.3,
Euro Harmony,Euro Harmony ,EH,EHM,,Portugal,false,N,0.3,
Lugansk Airlines,,L7,\N,ENTERPRISE LUHANSK,Ukraine,true,Y,0.3,
Gryphon Airlines,,6P,\N,,United States,true,Y,0.3,
Gadair European Airlines,,GP,GDR,GADAIR,Spain,true,Y,0.3,
Spirit of Manila Airlines,,SM,MNP,MANILA SKY,Philippines,true,Y,0.3,
Chongqing Airlines,,OQ,CQN,CHONG QING,China,true,Y,0.3,
Grand China Air,,,GDC,GRAND CHINA,China,true,Y,0.3,
West Air China,,PN,CHB,WEST CHINA,China,true,Y,0.3,
Falcon Air (IH),,IH,\N,,Sweden,false,N,0.3,
QatXpress,qatXpress,C3,QAX,,Qatar,true,Y,0.3,
OneChina,OneChina,1C,1CH,,China,true,Y,0.3,
NordStar Airlines,,Y7,\N,,Russia,true,Y,0.3,
Joy Air,,JR,JOY,JOY AIR,China,true,Y,0.3,
Air India Regional,,CD,\N,ALLIED,India,true,Y,0.3,
MDLR Airlines,,9H,\N,MDLR,India,true,Y,0.3,
Jagson Airlines,,,JGN,JAGSON,India,true,Y,0.3,
Maldivian,,Q2,\N,ISLAND AVIATION,Maldives,true,Y,0.3,
Xpressair,,XN,\N,,Indonesia,true,Y,0.3,
Strategic Airlines,,VC,\N,,Australia,true,Y,0.3,
Fars Air Qeshm,,,QFZ,FARS AIR,Iran,true,Y,0.3,
Eastok Avia,,,EAA,,Kyrgyzstan,true,Y,0.3,
Jupiter Airlines,,,JPU,JUPITERAIR,United Arab Emirates,true,Y,0.3,
Vision Air International,,,VIS,,Pakistan,true,Y,0.3,
Al-Naser Airlines,,NA,\N,,Iraq,true,Y,0.3,
Fuji Dream Airlines,,JH,\N,FUJI DREAM,Japan,true,Y,0.3,
Korea Express Air,,,KEA,,South Korea,true,Y,0.3,
Eznis Airways,,,EZA,EZNIS,Mongolia,true,Y,0.3,
Pacific Flier,,,PFL,KOROR,Palau,true,Y,0.3,
Syrian Pearl Airlines,,,PSB,,Syria,true,Y,0.3,
SGA Airlines,,5E,\N,SIAM,Thailand,true,Y,0.3,
Air2there,,F8,\N,,New Zealand,true,Y,0.3,
Avianova (Russia),,AO,\N,Nova,Russia,true,Y,0.3,
Parmiss Airlines (IPV),,PA,IPV,IPV,Iran,true,Y,0.3,
EuropeSky,,ES,EUV,EuropeSky,Germany,true,Y,0.3,
BRAZIL AIR,BRAZIL AIR,GB,BZE,BRAZIL AIR,Brazil,true,Y,0.3,
Homer Air,Homer Sky,MR,OME,,Germany,true,Y,0.3,
Court Line,,??,???,,United Kingdom,false,N,0.3,
South West Africa Territory Force,SWATF,??,***,,Namibia,false,N,0.3,
Lombards Air,,++,---,,South Africa,false,N,0.3,
U.S. Air,,-+,--+,,United States,true,Y,0.3,
Flitestar,,GM,Err:510,,South Africa,false,N,0.3,
Jayrow,,\\',\\'\\,,Australia,true,Y,0.3,
Llloyd Helicopters,,::,:::,,Australia,false,N,0.3,
Wilderness Air,,,,,\N,false,,0.3,Y
Whitaker Air,,^^,\N,,Australia,true,Y,0.3,
PanAm World Airways,,WQ,PQW,,United States,true,Y,0.3,
Virginwings,,YY,VWA,,Germany,true,Y,0.3,
KSY,Kreta Sky,KY,KSY,KSY,Greece,true,Y,0.3,
Buquebus Líneas Aéreas,,BQ,BQB,,Uruguay,true,Y,0.3,
SOCHI AIR,SOCHI,CQ,KOL,SLOW FROG,Russia,true,Y,0.3,
Wizz Air Ukraine,,WU,WAU,WIZZAIR UKRAINE,Ukraine,true,Y,0.3,
88,,47,VVN,,Cyprus,true,Y,0.3,
LCM AIRLINES,,LQ,LMM,,Russia,true,Y,0.3,
Aero Brazil,,BZ,BZL,,Brazil,false,N,0.3,
Cambodia Angkor Air (K6),,K6,\N,,Cambodia,true,Y,0.3,
Skyline nepc,,D5,\N,,India,false,N,0.3,
THREE,,H3,T33,,China,false,N,0.3,
Royal European Airlines,,69,\N,,United Kingdom,true,Y,0.3,
Tom\\'s & co airliners,Tom\\'s air,&T,T&O,T&,France,true,Y,0.3,
Azul,Azul Linhas Aéreas Brasileiras,AD,AZU,,Brazil,true,Y,0.3,
LSM Airlines,slowbird,PQ,LOO,slowbird,Russia,true,Y,0.3,
Zapolyarie Airlines,Zapolyarye Airlines,,PZY,,Russia,true,Y,0.3,
Finlandian,,,FN1,,Finland,true,Y,0.3,
LionXpress,lionXpress,C4,LIX,LIX,Cameroon,true,Y,0.3,
Nik Airways,,X1,\N,,Saudi Arabia,false,N,0.3,
Genesis,,GK,\N,,Pakistan,true,Y,0.3,
Congo Express,,XZ,\N,EXPRESSWAYS,Congo (Kinshasa),true,Y,0.3,
Fly Dubai,,FZ,FDB,,United Arab Emirates,true,Y,0.3,
Domenican Airlines,Domenican,D1,MDO,Domenican,Dominican Republic,true,Y,0.3,
ConneX European Airline,,,2CO,ConneX,Austria,true,Y,0.3,
Air Atlantic,,9A,\N,Atlantic,Canada,false,N,0.3,
Air Ops,,CR,\N,,Sweden,false,N,0.3,
Aereonautica militare,,JY,AXZ,,Italy,true,Y,0.3,
Kal Star Aviation,,,KLS,,Indonesia,true,Y,0.3,
LSM AIRLINES ,Russian. Yours Air Lines ,YZ,YZZ,Moscow frog ,Russia,true,Y,0.3,
Aero Lloyd (YP),,YP,AEF,,Germany,false,N,0.3,
UTair-Express,,UR,\N,,Russia,true,Y,0.3,
Huaxia,HUAXIA,G5,\N,,China,true,Y,0.3,
Zabaykalskii Airlines,Baikal Airlines,ZP,ZZZ,Lakeair,Russia,true,Y,0.3,
CBM America,,,XBM,AIRMAX,United States,true,Y,0.3,
Marysya Airlines,MARYSYA AIRLINES,M4,1QA,MARSHAK AIR,Russia,true,Y,0.3,
N1,,N1,\N,,Peru,true,Y,0.3,
Airlink (SAA),,4Z,\N,,South Africa,true,Y,0.3,
Westfalia Express VA,,,WFX,,Germany,true,Y,0.3,
JobAir,,3B,\N,,Czech Republic,true,Y,0.3,
Zuliana de Aviacion,Zuliana,OD,ULA,,Venezuela,false,N,0.3,
Black Stallion Airways,,BZ,BSA,Stallion,United States,true,Y,0.3,
German International Air Lines,Germanair,GM,GER,,Germany,true,Y,0.3,
TrasBrasil,,TB,TBZ,,Brazil,true,Y,0.3,
TransBrasil Airlines,,TH,THS,,Brazil,true,Y,0.3,
China SSS,Chunqiu Airlines,9C,\N,,China,true,Y,0.3,
Nihon.jet,,NJ,\N,,Japan,false,N,0.3,
AIR INDOCHINE,,,IIA,,Vietnam,true,Y,0.3,
Transportes Aéreos Nacionales de Selva,,TJ,\N,Aereos Selva,Peru,false,N,0.3,
Happy Air,,,HPY,,Thailand,true,Y,0.3,
Solar Air,,,SRB,Solar Air,Thailand,true,Y,0.3,
Air Mekong,,P8,MKG,Air Mekong,Vietnam,true,Y,0.3,
Harbour Air (Priv),,H3,\N,,Canada,true,Y,0.3,
Air Hamburg (AHO),,HH,AHO,Air Hamburg,Germany,true,Y,0.3,
ZABAIKAL AIRLINES,ZABAIKAL ,Z6,ZTT,BAIKAL ,Russia,true,Y,0.3,
TransHolding,Trans,TI,THI,,Brazil,true,Y,0.3,
SUR Lineas Aereas,,,SZZ,,Argentina,true,Y,0.3,
Aerolineas Africanas,,,AA1,,Guinea,true,Y,0.3,
Yeti Airways,,YT,\N,,Nepal,true,Y,0.3,
Georgian Airlines,,,GEG,,Georgia,false,N,0.3,
Yellowstone Club Private Shuttle,,Y1,\N,YCS,United States,true,Y,0.3,
Caucasus Airlines,,NS,\N,,Georgia,true,Y,0.3,
Serbian Airlines,,S1,SA1,,Serbia,true,Y,0.3,
Windward Islands Airways,,WM,\N,Winair,Netherlands Antilles,true,Y,0.3,
TransHolding System,,YO,TYS,,Brazil,true,Y,0.3,
CCML Airlines,,CB,CCC,,Colombia,true,Y,0.3,
Air Charter International,,SF,\N,,France,false,N,0.3,
Small Planet Airlines,,,ELC,,Lithuania,true,Y,0.3,
Fly Brasil,Fly Brasil,F1,FBL,FBL,Brazil,true,Y,0.3,
AUOS,AUOS,,AUK,AUOS,United Kingdom,false,N,0.3,
CB Airways UK ( Interliging Flights ),,1F,CIF,,United Kingdom,true,Y,0.3,
Fly Colombia ( Interliging Flights ),,3F,3FF,,Colombia,true,Y,0.3,
Trans Pas Air,,T6,TP6,,United States,true,Y,0.3,
KMV,,МИ,\N,Air Minvody,Russia,true,Y,0.3,
Himalayan Airlines,Himalaya,HC,HYM,Himalayan,Nepal,true,Y,0.3,
Indya Airline Group,Indya1,G1,IG1,Indya1,India,true,Y,0.3,
Sunwing,,WG,\N,sunwing,Canada,true,Y,0.3,
Turkish Wings Domestic,,,TWD,TWD,Turkey,true,Y,0.3,
Japan Regio,,ZX,ZXY,,Japan,true,Y,0.3,
OCEAN AIR CARGO,,,IXO,,India,true,Y,0.3,
Norte Lineas Aereas,NORTE,N0,\N,,Argentina,true,Y,0.3,
Austral Brasil,Austral Brasil lineas aereas,W7,\N,,Brazil,true,Y,0.3,
PEGASUS AIRLINES-,,H9,\N,,Turkey,true,Y,0.3,
AirLiberté,,IJ,\N,,France,false,N,0.3,
Nihon.jet connect,,,NX1,,Kyrgyzstan,true,Y,0.3,
Camair-co,,QC,\N,,Cameroon,true,Y,0.3,
Aerocontinente (Priv),,N6,\N,,Peru,false,N,0.3,
Sky Regional,Air Canada Express,RS,SKV,Sky Regional,Canada,true,Y,0.3,
TUR Avrupa Hava YollarÄ±,TUR European Airways,YI,\N,TurAvrupa,Turkey,false,N,0.3,
Cruzeiro do Sul Servicos Aereos,,,CRZ,,Brazil,false,N,0.3,
LSM International ,Moskva-air,II,UWW,moose,Russia,true,Y,0.3,
Baikotovitchestrian Airlines ,,BU,BUU,,American Samoa,true,Y,0.3,
Luchsh Airlines ,Air luch,L4,LJJ,russian sky,Russia,true,Y,0.3,
ENTERair,,,QQQ,,Poland,true,Y,0.3,
Zimbabwean Airlines,,Z7,\N,,Zimbabwe,false,N,0.3,
Air Cargo Germany,,6U,\N,Loadmaster,Germany,true,Y,0.3,
Mongolian International Air Lines ,Mongol Air ,7M,ZTF,Mongol_AIr ,Mongolia,true,Y,0.3,
Alaniya Airlines,Алания,2D,\N,,Russia,false,N,0.3,
Tway Airlines,,TW,TWB,TWAY AIR,South Korea,true,Y,0.3,
Papillon Grand Canyon Helicopters,,HI,\N,,United States,true,Y,0.3,
Jusur airways,,JX,JSR,,Egypt,true,Y,0.3,
NEXT Brasil,NEXT,XB,NXB,XB,Brazil,true,Y,0.3,
AeroWorld ,Sovet Air ,W4,WER,sovet,Russia,true,Y,0.3,
Cook Island Air,,KH,\N,,Cook Islands,false,N,0.3,
US Africa Airways,,E8,\N,,United States,false,N,0.3,
GNB Linhas Aereas,,GN,\N,,Brazil,true,Y,0.3,
Usa Sky Cargo,USky,E1,ES2,USKY,United States,true,Y,0.3,
Hankook Airline,,HN,HNX,HNX,South Korea,true,Y,0.3,
Red Jet America,,RR,\N,,United States,false,N,0.3,
REDjet,,Z7,\N,,Barbados,true,Y,0.3,
Hellenic Airways,,1H,HEY,Hellenic,Greece,false,N,0.3,
Red Jet Andes,,PT,\N,,Peru,true,Y,0.3,
Red Jet Canada,,QY,\N,,Canada,true,Y,0.3,
Sprintair,,,SRN,,Poland,true,Y,0.3,
Red Jet Mexico,,4X,\N,,Mexico,true,Y,0.3,
Marusya Airways,Marusya Air,Y8,MRS,snowball,Russia,true,Y,0.3,
Era Alaska,,7H,ERR,ERAH,United States,true,Y,0.3,
AirRussia,RussianConector,R8,RRJ,russiancloud,Russia,true,Y,0.3,
Hankook Air US,,H1,HA1,,United States,true,Y,0.3,
NEPC Airlines,,D5,\N,,India,false,N,0.3,
Canadian World,,10,CNN,Canadian,Canada,false,N,0.3,
Pim Air,,,PHJ,Pim Air,Netherlands,false,N,0.3,
Carpatair Flight Training,,,SMW,Smartwings,Romania,true,Y,0.3,
I-Fly,,H5,RSY,RUSSIAN SKY,Russia,true,Y,0.3,
T.A.T,,IJ,\N,,France,false,N,0.3,
Compania de Aviacion Faucett,,,CFP,,Peru,false,N,0.3,
Kar-Air,,,KAR,,Finland,false,N,0.3,
Alinord,,DN,\N,,Italy,false,N,0.3,
Pacific Express,,VB,\N,,United States,false,N,0.3,
Whitejets,,,WTJ,WHITEJET,Brazil,true,Y,0.3,
VickJet,,KT,VKJ,Vickjet,France,true,Y,0.3,
BVI Airways,,XV,\N,,British Virgin Islands,true,Y,0.3,
Hamburg Airways,,,HAY,,Germany,true,Y,0.3,
Salsa d\\'Haiti,,SO,SLC,SALSA,Haiti,true,Y,0.3,
Zambezi Airlines (ZMA),,ZJ,\N,,Zambia,true,Y,0.3,
Kan Air,,,KND,Kan Air,Thailand,true,Y,0.3,
Air Cudlua,Air Cudlua,,CUD,Cudlua,United Kingdom,true,Y,0.3,
Polet Airlines (Priv),,YQ,\N,,Russia,true,Y,0.3,
Air Explore,,,AXE,,Slovakia,true,Y,0.3,
TROPICAL LINHAS AEREAS,TROPICAL,T1,TP3,,Brazil,false,N,0.3,
12 North,,12,N12,12N,India,true,Y,0.3,
Holidays Czech Airlines,,,HCC,,Czech Republic,true,Y,0.3,
Comtel Air,,,COE,,Austria,true,Y,0.3,
Mint Airways,,,MIC,,Spain,true,Y,0.3,
Orbit Airlines,Orbit,,OBT,Orbit,United States,true,Y,0.3,
Air Bucharest,,,BUR,,Romania,true,Y,0.3,
AlbaStar,,,LAV,,Spain,true,Y,0.3,
Mauritania Airlines International,,L6,MAI,,Mauritania,true,Y,0.3,
MAT Airways,,6F,MKD,,Macedonia,true,Y,0.3,
Asian Wings Airways,,AW,AWM,Asian Star,Burma,true,Y,0.3,
Air Arabia Egypt,,E5,RBG,,Egypt,true,Y,0.3,
Eagles Airlines,,,EGS,EAGLES,Italy,true,Y,0.3,
YES Airways,,,YEP,,Poland,true,Y,0.3,
Alitalia Cityliner,,CT,\N,,Italy,true,Y,0.3,
Direct Aero Services,,,DSV,,Romania,true,Y,0.3,
Medallion Air,,,MDP,MEDALS,Romania,true,Y,0.3,
Orchid Airlines,,OI,ORC,,Australia,true,Y,0.3,
Asia Wings,,Y5,AWA,,Kazakhstan,true,Y,0.3,
Georgian International Airlines,,,GNN,GEO-LINE,Georgia,true,Y,0.3,
Air Batumi,,,BTM,,Georgia,true,Y,0.3,
Skywest Australia,,XR,\N,,Australia,true,Y,0.3,
Nile Air,,NP,NIA,NILEBIRD,Egypt,true,Y,0.3,
Feeder Airlines,,,FDD,,Sudan,true,Y,0.3,
Senegal Airlines,,DN,SGG,,Senegal,true,Y,0.3,
Fly 6ix,,6I,\N,,Sierra Leone,true,Y,0.3,
Starbow Airlines,,S9,\N,,Ghana,true,Y,0.3,
Copenhagen Express,,0X,CX0,Copex,Denmark,true,Y,0.3,
BusinessAir,,8B,BCC,,Thailand,true,Y,0.3,
SENIC AIRLINES,,YR,\N,,United States,true,Y,0.3,
Compass Airlines (Australia),Southern Cross Airlines,,CYM,Compair,Australia,false,N,0.3,
XOJET,,,XOJ,,United States,true,Y,0.3,
Dexter (DXT),Декстер авиатакси,,DXT,Dexter,Russia,false,N,0.3,
Sky Wing Pacific,,C7,CR7,,South Korea,true,Y,0.3,
Bateleur Air,,,BEU,,South Africa,true,Y,0.3,
Air Indus,Indus Airlines Pak,PP,AI0,AIPL,Pakistan,true,Y,0.3,
Samurai Airlines,Samurai Airlines (DUMMY),7,770,Sam,Pakistan,false,N,0.3,
AirOne Continental,AirOne Continental,0,0,Eastern,Slovakia,false,N,0.3,
AirOne Polska,AirOne Polska,U1,1,AOC,Poland,false,N,0.3,
Orbit International Airlines,,,OAI,OA,United States,true,Y,0.3,
Orbit Regional Airlines,,,OAR,OA,United States,true,Y,0.3,
Orbit Atlantic Airways,,,OAN,,United States,true,Y,0.3,
Volotea,,,VOO,Volotea,Spain,true,Y,0.3,
Go Fly (United Kingdom),,,GOE,Go Flight,United Kingdom,false,N,0.3,
Peach Aviation,,MM,\N,Air Peach,Japan,true,Y,0.3,
Helitt Líneas Aéreas,,,HTH,,Spain,true,Y,0.3,
Russia State Transport,Federal State Budget Inst,,RSD,STATE AERO,Russia,true,Y,0.3,
Malaysia Wings,,,MWI,MWI,Malaysia,true,Y,0.3,
Aviabus,,U1,ABI,,Russia,true,Y,0.3,
Michael Airlines,Javi,DF,MJG,MJG,Puerto Rico,true,Y,0.3,
Korongo Airlines,,ZC,KGO,KORONGO,Congo (Kinshasa),true,Y,0.3,
Indonesia Sky,,I5,IDS,,Indonesia,true,Y,0.3,
Pelangi ,,9P,\N,,Malaysia,false,N,0.3,
Aws express,,B0,666,aws,United States,true,Y,0.3,
Southjet,,76,SJS,,United States,true,Y,0.3,
Southjet connect,,77,ZCS,,United States,true,Y,0.3,
Air Cape,,KP,\N,,South Africa,false,N,0.3,
Southjet cargo,,78,XAN,,United States,true,Y,0.3,
Iberia Express,,I2,IBS,,Spain,true,Y,0.3,
Interjet (ABC Aerolineas),,4O,\N,INTERJET,Mexico,true,Y,0.3,
AirOnix,,OG,\N,,Ukraine,true,Y,0.3,
Nordic Global Airlines,,NJ,NGB,Nordic Global,Finland,true,Y,0.3,
Scoot,,TZ,SCO,,Singapore,true,Y,0.3,
Starling Airlines Spain,,SX,STS,STARLING,Spain,false,N,0.3,
Hi Fly (5K),,5K,\N,,Portugal,true,Y,0.3,
China Northwest Airlines (WH),,WH,\N,,China,true,Y,0.3,
Zenith International Airline,Zenith,ZN,ZNA,ZENITH,Thailand,true,Y,0.3,
Orbit Airlines Azerbaijan,Orbit Azerbaijan,O1,OAB,Orbitaz,Azerbaijan,true,Y,0.3,
Air Engiadina-BRN,Air Engiadina-BRN,,RQX,Engiadina,Switzerland,false,N,0.3,
VG Airlines (IV),,,FVG,Nico,Belgium,false,N,0.3,
Air Alps Aviation (A6),,A6,\N,ALPAV,Austria,true,Y,0.3,
Austrian Airtransport,,,AAT,,Austria,false,N,0.3,
Flying kangaroo Airline,Skippy,,FKA,Skippy,Australia,true,Y,0.3,
RusJet,,,RSJ,,Russia,true,Y,0.3,
VietJet Air,VietJet,,VJC,VIETJETAIR,Vietnam,true,Y,0.3,
Spantax S.A.,,,BXS,,Spain,false,N,0.3,
Patriot Airways,,P4,\N,,United States,true,Y,0.3,
Vision Airlines (V2),,V2,RBY,RUBY,United States,true,Y,0.3,
Chicago Express (C8),ATA Connection,C8,\N,,United States,false,N,0.3,
BQB Lineas Aereas,Buquebus,5Q,\N,,Uruguay,true,Y,0.3,
AirAsia Japan,,,WAJ,WING ASIA,Japan,true,Y,0.3,
Yellowtail,,YE,YEL,,United States,true,Y,0.3,
Royal Airways,Royal Inc.,KG,RAW,RAW,United States,true,Y,0.3,
FlyHigh Airlines Ireland (FH),,FH,FHI,FLYHIRELAND,Ireland,true,Y,0.3,
Executive AirShare,,,XSR,,United States,true,Y,0.3,
Hebei Airlines,,,HBH,Hebei Air,China,true,Y,0.3,
Air KBZ,,,KBZ,Air KBZ,Burma,true,Y,0.3,
Aero VIP (2D),,2D,\N,,Portugal,true,Y,0.3,
Yangon Airways Ltd.,,YH,\N,,Burma,true,Y,0.3,
T.J. Air,,TJ,TJA,T.J. Air,United States,true,Y,0.3,
SkyWork Airlines ,,SX,\N,SKYFOX,Switzerland,true,Y,0.3,
ValueJet,,J7,VJA,CRITTER,United States,false,N,0.3,
Maastricht Airlines,,W2,\N,,Netherlands,true,Y,0.3,
CheapFlyingInternational,CheapFlying,WL,FQR,cheapflying,France,false,N,0.3,
Aviaexpresscruise,,E6,\N,,Russia,false,N,0.3,
Euro Jet,,24,\N,,Germany,true,Y,0.3,
Ukraine Atlantic,,,UAT,,Ukraine,true,Y,0.3,
AirOne Atlantic,AirOneAtlantic,0,AO1,,Slovakia,false,N,0.3,
HQ- Business Express,,HQ,\N,BizEx,United States,false,N,0.3,
Nesma Airlines,,,NMA,Nesma Airlines,Egypt,true,Y,0.3,
East Horizon,,,EHN,EAST HORIZON,Afghanistan,true,Y,0.3,
Royal Southern Airlines.,Royal Southern,R1,RS1,RSA,Colombia,false,N,0.3,
Air Majoro,,,MJP,Air Majoro,Peru,true,Y,0.3,
Fly Zoom,,,UKZ,,United Kingdom,false,N,0.3,
Rotana Jet,,,RJD,ROTANA,United Arab Emirates,true,Y,0.3,
SOCHI AIR CHATER,Sochi Air ,Q3,QER,russian doll,Russia,true,Y,0.3,
Denim Air ,FlyNonstop,J7,\N,DNM,Norway,true,Y,0.3,
WestAir,,OE,\N,,United States,false,N,0.3,
WestAir Airlines,,OE,\N,,United States,false,N,0.3,
WestAir Airlines ,,OE,\N,,United States,false,N,0.3,
North Pacific Airlines,,NO,\N,,United States,false,N,0.3,
Malindo Air,,OD,MXD,Malindo,Malaysia,true,Y,0.3,
Tramm Airlines,Tramm Airlines,9F,TLM,9F,Netherlands Antilles,false,N,0.3,
Lina Congo,,GC,\N,,Congo (Brazzaville),false,N,0.3,
Hermes Airlines,,,HRM,HERMES,Greece,true,Y,0.3,
Flightlink Tanzania,Flightlink,Z9,\N,,Tanzania,true,Y,0.3,
IzAvia,,I8,\N,,Russia,true,Y,0.3,
Катэкавиа,,,КТК,,Russia,true,Y,0.3,
Псковавиа,Псков Авиа,,PKV,,Russia,true,Y,0.3,
3 Valleys Airlines,,3V,VA3,3 Valleys,France,false,N,0.3,
Maryland Air,Maryland,M1,M1F,Maryland Flight,United States,true,Y,0.3,
Insel Air (7I/INC) (Priv),,7I,\N,,Netherlands Antilles,true,Y,0.3,
VivaColombia,,5Z,VVC,,Colombia,true,Y,0.3,
Flybe Finland Oy,,,FCM,FINNCOMM,Finland,true,Y,0.3,
Bingo Airways,Bingo,,BGY,,Poland,true,Y,0.3,
Bluebird Airways (BZ),,,BBG,,Greece,true,Y,0.3,
Apache Air,Apache,ZM,IWA,APACHE,United States,true,Y,0.3,
Taunus Air Gmbh,,,TAQ,Taunusair,Germany,false,N,0.3,
MHS Aviation GmbH,,M2,\N,,Germany,true,Y,0.3,
Jettor Airlines,Jettor,NR,JTO,JETHAPPY,Hong Kong,true,Y,0.3,
Eastern Atlantic Charters,,,EDI,,United States,false,N,0.3,
GoDutch,,GD,GOD,,Netherlands,false,N,0.3,
Flyme (VP),,,VQI,,Maldives,true,Y,0.3,
Thai Lion Air,,SL,\N,,Thailand,true,Y,0.3,
Deutsche Luftverkehrsgesellschaft,,DW,DLT,,Germany,false,N,0.3,
Nürnberger Flugdienst,,,NFD,,Germany,false,N,0.3,
Golden Myanmar Airlines,,,GMR,Golden Myanmar,Burma,true,Y,0.3,
ViznAir,,,VZA,Brian,United States,false,N,0.3,
Canaryfly,,,CNF,,Spain,true,Y,0.3,
Sunrise Airways,,,KSZ,,Haiti,true,Y,0.3,
National Air Cargo,,N8,NCR,,United States,true,Y,0.3,
Eastern Atlantic Virtual Airlines,,13,EAV,EAVA,United States,true,Y,0.3,
Citilink Indonesia,,QG,\N,SUPERGREEN,Indonesia,true,Y,0.3,
Gulisano airways,,GU,GU1,,Italy,false,N,0.3,
Transair,,,TTZ,,Canada,true,Y,0.3,
Comfort Express Virtual Charters Albany,,,EVC,Comfort Express,United States,true,Y,0.3,
Comfort Express Virtual Charters,,,CEO,,United States,true,Y,0.3,
Caribbean Wings,,XP,ZYZ,caribbean Wings,Turks and Caicos Islands,false,N,0.3,
FLYJET,,,FYJ,Fast Jet,Poland,true,Y,0.3,
Snowbird Airlines,,S8,SBD,,Finland,true,Y,0.3,
Russkie Krylya,,,KRY,,Russia,true,Y,0.3,
Kharkiv Airlines,,KH,KHK,,Ukraine,true,Y,0.3,
Key Air,,,KWY,KeyAir,United States,false,N,0.3,
XAIR USA,,XA,XAU,XAIR,United States,true,Y,0.3,
Air Costa,,LB,\N,,India,true,Y,0.3,
Simrik Airlines,,,RMK,,Nepal,true,Y,0.3,
Global Freightways,,F5,GF5,Freight,United States,false,N,0.3,
XPTO,XPTO  ,XP,XPT,XPTO,Portugal,true,Y,0.3,
Royal Flight,,,DME,,Russia,true,Y,0.3,
BBN-Airways,BlackBurn,,EGH,BBN,United Kingdom,true,Y,0.3,
Tomsk-Avia,,,TKS,,Russia,true,Y,0.3,
Vintage Props and Jets,,,VPP,VINTAGE,United States,false,N,0.3,
Malawian Airlines,,3W,\N,,Malawi,true,Y,0.3,
Yeti Airlines ,,,NYT,,Nepal,true,Y,0.3,
Avilu,Avilu' SA,..,...,,Switzerland,true,Y,0.3,
Air Serbia,\N,JU,ASL,AIR SERBIA,Serbia,true,Y,0.3,
Skyline Ulasim Ticaret A.S.,Skyline Ulasim Ticaret A.S.,,KCU,Kocoglu,Turkey,true,Y,0.3,
Air Lituanica,Air Lituanica,LT,LTU,LITUANICA,Lithuania,true,Y,0.3,
Envoy Air,,,ENY,Envoy,United States,true,Y,0.3,
CARICOM AIRWAYS (BARBADOS) INC.,CARICOM AIRWAYS,,CCB,,Barbados,true,Y,0.3,
Rainbow Air (RAI),Rainbow Air (RAI),RN,RAB,Rainbow,United States,true,Y,0.3,
Rainbow Air Canada,Rainbow Air CAN,RY,RAY,Rainbow CAN,Canada,true,Y,0.3,
